"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL101370";"";"None";"278.33";"0";"1.20";"11n";"NS(=O)(=O)c1cc2cc(CNCCF)sc2o1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"28.46";"0.64";"6.72";"9.28";"0";"CHEMBL656568";"Inhibition of human erythrocyte carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125519";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"1.2E-8"
"CHEMBL103271";"";"None";"304.39";"0";"1.27";"11h";"CCOCCNCc1cc2cc(S(N)(=O)=O)oc2s1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"26.60";"0.58";"6.83";"8.56";"0";"CHEMBL656568";"Inhibition of human erythrocyte carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125519";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"8E-9"
"CHEMBL84169";"";"None";"348.41";"0";"2.09";"30";"NS(=O)(=O)c1nc2ccc(OC(=O)Cc3ccccc3)cc2s1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"21.59";"0.45";"5.43";"7.57";"0";"CHEMBL656575";"In vitro inhibitory activity against human Carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124628";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"3E-8"
"CHEMBL103087";"";"None";"246.31";"0";"0.86";"11a";"CNCc1cc2cc(S(N)(=O)=O)oc2s1";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"32.67";"0.73";"7.19";"9.43";"0";"CHEMBL656568";"Inhibition of human erythrocyte carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125519";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"9E-9"
"CHEMBL2170077";"";"None";"400.35";"0";"1.64";"16, JS-268";"O=C(NCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)P(=O)(O)O";"IC50";"'='";"820.0";"nM";"6.09";"";"";"UO_0000065";"15.20";"0.32";"4.45";"4.29";"0";"CHEMBL2173731";"Inhibition of human Carbonic anhydrase 2-mediated CO2 hydration by stopped-flow method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169810";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.82"
"CHEMBL2172750";"";"None";"222.18";"0";"0.14";"14, YK-154, trans-ACCP";"N[C@H]1CCCC[C@@H]1NC(=O)P(=O)(O)O";"IC50";"'='";"8280.0";"nM";"5.08";"";"";"UO_0000065";"22.87";"0.50";"4.94";"4.51";"0";"CHEMBL2173731";"Inhibition of human Carbonic anhydrase 2-mediated CO2 hydration by stopped-flow method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169810";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"8.28"
"CHEMBL4584443";"";"None";"335.41";"0";"1.46";"1b";"NS(=O)(=O)c1cccc(NC(=S)NC(=O)c2ccccc2)c1";"IC50";"'='";"166.58";"nM";"6.78";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4369238";"Inhibition of recombinant human carbonic anhydrase-2 expressed in Escherichia coli incubated for 15 mins prior to testing by stopped-flow CO2 hydration assay";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4368867";"1";"Scientific Literature";"Medchemcomm";"2018";"None";"";"";"";"166.58"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"AAZ";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"37.59";"nM";"7.42";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL4369238";"Inhibition of recombinant human carbonic anhydrase-2 expressed in Escherichia coli incubated for 15 mins prior to testing by stopped-flow CO2 hydration assay";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4368867";"1";"Scientific Literature";"Medchemcomm";"2018";"None";"";"";"";"37.59"
"CHEMBL1788205";"";"None";"283.35";"0";"-0.39";"R-4";"NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@H]2O";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"27.03";"0.65";"8.05";"6.69";"0";"CHEMBL656573";"In vitro inhibition against purified human erythrocyte carbonic anhydrase II was determined (acetozolamide used as control.)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123900";"1";"Scientific Literature";"J Med Chem";"1987";"None";"";"";"";"2.2E-8"
"CHEMBL545239";"";"None";"346.88";"0";"0.22";"4";"CCNC1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl";"IC50";"'='";"7.3";"nM";"8.14";"";"";"UO_0000065";"26.21";"0.62";"7.92";"7.65";"0";"CHEMBL656566";"50% inhibitory concentration against human carbonic anhydrase II (HCA II) after pre-incubation at 3 degree C";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124372";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"7.3"
"CHEMBL4107001";"";"None";"730.91";"None";"None";"BDBM103912";"";"IC50";"'='";"2159.0";"nM";"5.67";"";"222006";"UO_0000065";"7.75";"None";"None";"None";"0";"CHEMBL3707856";"Enzyme Inhibition Assay: Compounds were tested for their ability to inhibit carbonic anhydrase isozymes II and IX in vito.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638920";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";"";"2159.0"
"CHEMBL4763412";"";"None";"478.67";"0";"2.42";"3e";"Cc1ccc(CN2CCN(C(=S)SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)CC2)cc1";"IC50";"'='";"131.0";"nM";"6.88";"";"";"UO_0000065";"14.38";"0.30";"4.46";"7.19";"0";"CHEMBL4687105";"Inhibition of human erythrocyte CA2 using 4-nitrophenyl acetate as substrate by spectrophotometry";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Erythrocyte";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680258";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"0.131"
"CHEMBL120268";"";"None";"253.28";"0";"0.45";"0114-01";"CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)C1";"IC50";"'='";"2041737944669523.2";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL658951";"Binding activity against human Carbonic anhydrase II (hCAII)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135542";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"6.31"
"CHEMBL120886";"";"None";"270.09";"0";"1.34";"2000-01951";"NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl";"IC50";"'='";"5888436553555884.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL658951";"Binding activity against human Carbonic anhydrase II (hCAII)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135542";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"6.77"
"CHEMBL538245";"";"None";"340.92";"0";"2.36";"35";"CC(C)CNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl";"IC50";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"28.25";"0.65";"6.24";"11.92";"0";"CHEMBL656579";"In vitro inhibitory activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125927";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"2.5E-9"
"CHEMBL4067116";"";"None";"602.75";"1";"4.85";"7e";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4047030";"Inhibition of human CA2 catalytic activity pre-incubated for 15 mins followed by 4-NPA substrate addition and measured every 12 to 15 secs for 5 mins by spectrophotometry";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043217";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL4089618";"";"None";"538.71";"1";"4.47";"7j";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1Cc1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"129.0";"nM";"6.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4047030";"Inhibition of human CA2 catalytic activity pre-incubated for 15 mins followed by 4-NPA substrate addition and measured every 12 to 15 secs for 5 mins by spectrophotometry";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043217";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"129.0"
"CHEMBL4098239";"";"None";"542.65";"1";"3.71";"7m";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1C(=O)c1coc(S(N)(=O)=O)c1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4047030";"Inhibition of human CA2 catalytic activity pre-incubated for 15 mins followed by 4-NPA substrate addition and measured every 12 to 15 secs for 5 mins by spectrophotometry";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043217";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"7.0"
"CHEMBL4071193";"";"None";"553.68";"1";"3.51";"7n";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1C(=O)c1ccc(S(N)(=O)=O)nc1";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4047030";"Inhibition of human CA2 catalytic activity pre-incubated for 15 mins followed by 4-NPA substrate addition and measured every 12 to 15 secs for 5 mins by spectrophotometry";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043217";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"250.0"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"AAZ";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"3800.0";"nM";"5.42";"";"";"UO_0000065";"24.39";"0.57";"6.28";"4.71";"1";"CHEMBL1066269";"Inhibition of human erythrocytes CA2 by Lineweaver-Burke analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157726";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"3.8"
"CHEMBL4467499";"";"None";"380.49";"1";"5.64";"1p";"Cc1ccc(S(=O)(=O)Oc2ccc(-c3ccc4sccc4c3)cc2)cc1";"IC50";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"14.41";"0.29";"-0.16";"12.64";"0";"CHEMBL4396670";"Inhibition of human recombinant N-HA-tagged carbonic anhydrase 2 expressed in HEK293T cells using p-nitrophenyl acetate as substrate measured after 30 mins by colorimetric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393733";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"3.3"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"AAZ";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"1190.0";"nM";"5.92";"";"";"UO_0000065";"26.66";"0.62";"6.78";"5.15";"0";"CHEMBL4396670";"Inhibition of human recombinant N-HA-tagged carbonic anhydrase 2 expressed in HEK293T cells using p-nitrophenyl acetate as substrate measured after 30 mins by colorimetric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393733";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"1.19"
"CHEMBL5286328";"";"None";"229.23";"0";"-0.25";"110";"CC1(C)O[C@@H]2[C@@H](O)[C@H]3NC(=O)O[C@H]3C[C@@H]2O1";"IC50";"'='";"24800.0";"nM";"4.61";"";"";"UO_0000065";"20.09";"0.39";"4.86";"5.98";"0";"CHEMBL5260621";"Inhibition of human CA2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5257153";"1";"Scientific Literature";"RSC Med Chem";"2023";"None";"";"INHIBITOR";"";"24.8"
"CHEMBL4448898";"";"None";"316.38";"0";"4.22";"1c";"CCCS(=O)(=O)Oc1ccc(-c2ccc3occc3c2)cc1";"IC50";"'='";"1620.0";"nM";"5.79";"";"";"UO_0000065";"18.30";"0.36";"1.57";"10.25";"0";"CHEMBL4396670";"Inhibition of human recombinant N-HA-tagged carbonic anhydrase 2 expressed in HEK293T cells using p-nitrophenyl acetate as substrate measured after 30 mins by colorimetric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393733";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"1.62"
"CHEMBL79324";"";"None";"298.35";"0";"1.43";"21";"C/C=C/C(=O)Oc1ccc2sc(S(N)(=O)=O)nc2c1";"IC50";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"29.09";"0.62";"7.25";"8.73";"0";"CHEMBL656575";"In vitro inhibitory activity against human Carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124628";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"2.1E-9"
"CHEMBL4110764";"";"None";"726.97";"None";"None";"BDBM103911";"";"IC50";"'='";"140.0";"nM";"6.85";"";"222005";"UO_0000065";"9.43";"None";"None";"None";"0";"CHEMBL3707856";"Enzyme Inhibition Assay: Compounds were tested for their ability to inhibit carbonic anhydrase isozymes II and IX in vito.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638920";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";"";"140.0"
"CHEMBL17";"DICHLORPHENAMIDE";"4.0";"305.16";"0";"0.29";"DCP";"NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1";"IC50";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"24.32";"0.63";"7.13";"6.17";"1";"CHEMBL657919";"Inhibitory activity against human carbonic anhydrase II was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148392";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"38.0"
"CHEMBL2019154";"";"None";"286.71";"0";"4.12";"24";"COc1ccc(-c2cc3cc(Cl)ccc3oc2=O)cc1";"IC50";"'='";"9330.0";"nM";"5.03";"";"";"UO_0000065";"17.54";"0.34";"0.91";"12.75";"0";"CHEMBL2019838";"Inhibition of cytosolic human carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016452";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"9.33"
"CHEMBL175786";"";"None";"231.23";"0";"0.00";"16";"NS(=O)(=O)OCC1Oc2ccccc2O1";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"28.34";"0.60";"None";"7.46";"0";"CHEMBL830161";"Inhibitory constant value for Carbonic anhydrase II in human determined in pH-shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142729";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"0.28"
"CHEMBL442687";"TIOXOLONE";"2.0";"168.17";"0";"1.56";"1";"O=c1oc2cc(O)ccc2s1";"IC50";"'='";"1770.0";"nM";"5.75";"";"";"UO_0000065";"34.20";"0.71";"4.19";"11.40";"0";"CHEMBL1010313";"Inhibition of human recombinant carbonic anhydrase 2 assessed as activity of carbonic anhydrase 2 esterase activity against 4-nitrophenyl acetate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155067";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"1.77"
"CHEMBL81688";"";"None";"272.31";"0";"0.87";"18";"CC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"31.95";"0.70";"7.83";"8.76";"0";"CHEMBL656574";"In vitro inhibition of human Carbonic Anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124628";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"2E-9"
"CHEMBL554091";"";"None";"318.83";"0";"-0.43";"2";"Cl.NC1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21";"IC50";"'='";"3.2";"nM";"8.49";"";"";"UO_0000065";"30.08";"0.73";"8.92";"7.06";"0";"CHEMBL656567";"50% inhibitory concentration against human carbonic anhydrase II (HCA II) after pre-incubation for 4 min at 37 degree C";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124372";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"3.2"
"CHEMBL4647534";"";"None";"369.35";"0";"3.09";"7b";"COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2ccccc2F)nn1";"IC50";"'='";"10740.0";"nM";"4.97";"";"";"UO_0000065";"13.45";"0.25";"1.88";"5.75";"0";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"10.74"
"CHEMBL4642730";"";"None";"365.39";"0";"3.26";"7m";"COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2ccc(C)cc2)nn1";"IC50";"'='";"3560.0";"nM";"5.45";"";"";"UO_0000065";"14.91";"0.28";"2.19";"6.30";"0";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"3.56"
"CHEMBL4635834";"";"None";"381.39";"0";"2.96";"7p";"COc1ccc(-n2cc(COc3ccc(/C=C/C(=O)O)cc3OC)nn2)cc1";"IC50";"'='";"5230.0";"nM";"5.28";"";"";"UO_0000065";"13.85";"0.26";"2.32";"5.52";"0";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"5.23"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"AAZ";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"35.20";"0.82";"8.68";"6.80";"1";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"0.015"
"CHEMBL17";"DICHLORPHENAMIDE";"4.0";"305.16";"0";"0.29";"DCP";"NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"24.24";"0.63";"7.11";"6.15";"0";"CHEMBL656574";"In vitro inhibition of human Carbonic Anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124628";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"4E-8"
"CHEMBL288606";"";"None";"262.36";"0";"1.76";"20";"CCCC/C(=N\O)c1csc(S(N)(=O)=O)c1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"29.82";"0.67";"6.06";"8.44";"0";"CHEMBL656581";"Activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127528";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"15.0"
"CHEMBL82230";"";"None";"300.36";"0";"1.65";"8";"CCCC(=O)Oc1ccc2sc(S(N)(=O)=O)nc2c1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"27.96";"0.60";"6.75";"8.45";"0";"CHEMBL656574";"In vitro inhibition of human Carbonic Anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124628";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"4E-9"
"CHEMBL1276024";"";"None";"607.67";"2";"3.32";"8";"CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc3c2cc(C)n3CC(C)=O)c1-c1ccccc1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"11.68";"0.23";"3.78";"3.92";"0";"CHEMBL1285701";"Inhibition of human carbonic anhydrase 2 esterase activity by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275267";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"0.08"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"AAZ";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"8200.0";"nM";"5.09";"";"";"UO_0000065";"22.88";"0.53";"5.95";"4.42";"1";"CHEMBL1285703";"Inhibition of human carbonic anhydrase 2 hydratase activity by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275267";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"8.2"
